#algo	query_id	nb_reads	query_length	accession	description	organism	percentIdentity	nb_hsps	queryOverlap	hitOverlap	evalue	score	tax_id	taxonomy	sequence
"BLASTX"	"SRR10518885_1458"	"1277"	"1551"	"XP_002267417"	"PREDICTED: long chain acyl-CoA synthetase 8 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"90"	"65"	"0"	"897.116"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_358"	"728"	"2293"	"XP_010659928"	"PREDICTED: probable serine/threonine-protein kinase WNK9 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"62"	"64"	"0"	"1005.36"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_5016"	"650"	"1560"	"PPD72382"	"hypothetical protein GOBAR_DD30707 [Gossypium barbadense]"	"Gossypium barbadense"	"50.9"	"1"	"54"	"76"	"2.96614e-74"	"249.595"	"3634"	"Eukaryota;;Malvaceae;Gossypium;Gossypium barbadense"	""
"BLASTX"	"SRR10518885_606"	"254"	"2022"	"XP_002277794"	"PREDICTED: EH domain-containing protein 1 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"81"	"100"	"0"	"1076.62"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2252"	"666"	"1326"	"XP_019074465"	"PREDICTED: uncharacterized protein LOC109122358 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"77"	"92"	"0"	"684.1"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_389"	"1079"	"2253"	"XP_002267350"	"PREDICTED: golgin candidate 5 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"94.7"	"1"	"100"	"77"	"0"	"1091.64"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1130"	"1001"	"1683"	"XP_002285452"	"PREDICTED: pre-mRNA-processing factor 19 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"93"	"100"	"0"	"1094.72"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3537"	"110"	"1097"	"XP_002285170"	"PREDICTED: protein SAND [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"92"	"55"	"0"	"672.544"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1971"	"374"	"1394"	"XP_019081180"	"PREDICTED: tRNA-specific adenosine deaminase 1 isoform X3 [Vitis vinifera]"	"Vitis vinifera"	"97.2"	"1"	"92"	"95"	"0"	"814.683"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2861"	"1019"	"1204"	"CBI37752"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"97.2"	"2"	"62"	"86"	"1.46457e-05"	"410.5946"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3546"	"78"	"1094"	"XP_002278619"	"PREDICTED: uncharacterized protein At4g15545 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"73"	"80"	"8.45662e-150"	"435.647"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2892"	"418"	"1198"	"XP_002273485"	"PREDICTED: protein YLS9 [Vitis vinifera]"	"Vitis vinifera"	"98.4"	"1"	"63"	"94"	"1.43157e-123"	"367.851"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2086"	"2171"	"1364"	"XP_010663593"	"PREDICTED: carbon catabolite repressor protein 4 homolog 5 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"87"	"85"	"0"	"784.637"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_888"	"1091"	"1809"	"CAN66303"	"hypothetical protein VITISV_044203 [Vitis vinifera]"	"Vitis vinifera"	"87.5"	"1"	"92"	"100"	"0"	"848.581"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2184"	"416"	"1342"	"XP_019072002"	"PREDICTED: transcription initiation factor TFIID subunit 4b [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"45"	"0"	"822.002"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1546"	"548"	"1525"	"XP_010655458"	"PREDICTED: homeobox-DDT domain protein RLT1 isoform X5 [Vitis vinifera]"	"Vitis vinifera"	"99.0"	"2"	"100"	"34"	"1.072255e-29"	"899.798"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4126"	"807"	"1014"	"RVW13040"	"Trihelix transcription factor GTL2 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"51"	"31"	"1.84164e-121"	"370.933"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4159"	"292"	"1010"	"XP_002270003"	"PREDICTED: expansin-A13 [Vitis vinifera]"	"Vitis vinifera"	"96.9"	"2"	"67"	"72"	"1.787895e-18"	"429.0839"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3369"	"264"	"1124"	"XP_002267056"	"PREDICTED: ferredoxin-dependent glutamate synthase, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"97"	"22"	"0"	"757.673"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2996"	"2256"	"1180"	"XP_010646637"	"PREDICTED: 60S ribosomal protein L32-1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"34"	"100"	"5.58391e-78"	"246.514"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_779"	"608"	"1880"	"XP_002265920"	"PREDICTED: transcriptional corepressor SEUSS [Vitis vinifera]"	"Vitis vinifera"	"97.6"	"1"	"94"	"65"	"0"	"867.84"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_330"	"9224"	"2331"	"XP_002269873"	"PREDICTED: DEAD-box ATP-dependent RNA helicase 7 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"84"	"92"	"0"	"1189.87"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2628"	"1167"	"1246"	"XP_002284398"	"PREDICTED: retinol dehydrogenase 11 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"86"	"96"	"0"	"663.3"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1283"	"805"	"1623"	"XP_002270499"	"PREDICTED: pre-rRNA-processing protein TSR1 homolog isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"96"	"65"	"0"	"982.63"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2147"	"230"	"1352"	"XP_002264873"	"PREDICTED: probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 10 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"69"	"36"	"0"	"637.876"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2003"	"467"	"1385"	"XP_002269355"	"PREDICTED: serine/threonine-protein kinase 16 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"74"	"100"	"0"	"681.019"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3114"	"384"	"1164"	"RVW93173"	"Respiratory burst oxidase-like protein C [Vitis vinifera]"	"Vitis vinifera"	"99.3"	"1"	"36"	"20"	"3.74999e-90"	"296.59"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2446"	"1264"	"1286"	"XP_002283319"	"PREDICTED: 3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"98.7"	"1"	"93"	"98"	"0"	"814.683"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3468"	"146"	"1108"	"XP_010645822"	"PREDICTED: polyadenylate-binding protein 3 [Vitis vinifera]"	"Vitis vinifera"	"76.1"	"3"	"100"	"83"	"1.06931e-13"	"818.8914"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_837"	"435"	"1838"	"XP_002278318"	"PREDICTED: DEAD-box ATP-dependent RNA helicase 3, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"96.5"	"1"	"84"	"67"	"0"	"807.749"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1433"	"1234"	"1561"	"XP_002278217"	"PREDICTED: ribonuclease TUDOR 1 [Vitis vinifera]"	"Vitis vinifera"	"79.8"	"2"	"100"	"65"	"4.403045e-06"	"997.2536"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4170"	"86"	"1009"	"XP_002268353"	"PREDICTED: uncharacterized aarF domain-containing protein kinase 1 [Vitis vinifera]"	"Vitis vinifera"	"98.0"	"1"	"89"	"54"	"0"	"613.224"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_765"	"586"	"1886"	"XP_002275685"	"PREDICTED: FGGY carbohydrate kinase domain-containing protein [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"96"	"98"	"0"	"1219.91"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3075"	"124"	"1170"	"XP_002274612"	"PREDICTED: beta-amylase 2, chloroplastic isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"97"	"68"	"0"	"793.882"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3191"	"471"	"1153"	"XP_002267471"	"PREDICTED: hydroxyacylglutathione hydrolase cytoplasmic [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"67"	"100"	"3.34147e-180"	"510.375"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2387"	"156"	"1298"	"XP_010649328"	"PREDICTED: protein PIN-LIKES 3 isoform X3 [Vitis vinifera]"	"Vitis vinifera"	"98.0"	"1"	"80"	"83"	"0"	"638.647"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3985"	"729"	"1035"	"RVW76795"	"ABC transporter G family member 42 [Vitis vinifera]"	"Vitis vinifera"	"97.4"	"1"	"90"	"21"	"5.49814e-152"	"473.781"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3473"	"361"	"1107"	"XP_002282504"	"PREDICTED: DEAD-box ATP-dependent RNA helicase 13 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"97.7"	"1"	"96"	"45"	"0"	"587.415"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_109"	"5201"	"3001"	"XP_002271451"	"PREDICTED: citrate synthase, mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"47"	"100"	"0"	"910.598"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_724"	"1635"	"1917"	"XP_002283027"	"PREDICTED: eukaryotic peptide chain release factor subunit 1-3 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"68"	"100"	"0"	"864.374"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1191"	"907"	"1659"	"XP_002285737"	"PREDICTED: lysine--tRNA ligase, chloroplastic/mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"98.2"	"1"	"99"	"93"	"0"	"1099.73"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2746"	"130"	"1225"	"XP_002282332"	"PREDICTED: non-canonical poly(A) RNA polymerase PAPD5 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"88"	"72"	"0"	"676.396"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_668"	"634"	"1968"	"XP_002281830"	"PREDICTED: uncharacterized protein LOC100244920 [Vitis vinifera]"	"Vitis vinifera"	"97.8"	"1"	"96"	"90"	"0"	"1275.38"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3224"	"1572"	"1148"	"CBI38896"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"98.2"	"1"	"89"	"92"	"0"	"660.603"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3786"	"519"	"1062"	"CBI36901"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"82"	"0"	"739.954"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3214"	"159"	"1150"	"XP_002281168"	"PREDICTED: ABC transporter I family member 20 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"83"	"97"	"0"	"592.808"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2195"	"397"	"1340"	"XP_010665137"	"PREDICTED: sterol 3-beta-glucosyltransferase UGT80B1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"71"	"0"	"861.292"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_669"	"661"	"1965"	"XP_019072112"	"PREDICTED: calcium-transporting ATPase 3, endoplasmic reticulum-type isoform X4 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"89"	"67"	"0"	"1120.92"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2524"	"281"	"1269"	"XP_002270168"	"PREDICTED: V-type proton ATPase subunit E1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"54"	"99"	"5.15167e-160"	"459.914"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_234"	"2882"	"2536"	"XP_002281826"	"PREDICTED: isocitrate dehydrogenase [NAD] catalytic subunit 5, mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"43"	"100"	"0"	"706.827"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1169"	"355"	"1671"	"XP_002283852"	"PREDICTED: F-box-like/WD repeat-containing protein TBL1XR1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"94.8"	"1"	"94"	"89"	"0"	"895.19"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3290"	"126"	"1138"	"RVX17573"	"hypothetical protein CK203_003871 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"98"	"91"	"0"	"765.377"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1807"	"482"	"1440"	"XP_002285641"	"PREDICTED: mitogen-activated protein kinase 19 [Vitis vinifera]"	"Vitis vinifera"	"77.4"	"1"	"100"	"81"	"0"	"737.643"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3278"	"2394"	"1589"	"RVW98559"	"Disease resistance RPP13-like protein 4 [Vitis vinifera]"	"Vitis vinifera"	"95.7"	"1"	"83"	"100"	"0"	"829.706"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_594"	"1093"	"2028"	"XP_010656062"	"PREDICTED: guanine nucleotide exchange factor SPIKE 1 isoform X3 [Vitis vinifera]"	"Vitis vinifera"	"99.9"	"1"	"100"	"37"	"0"	"1376.69"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_265"	"664"	"2462"	"XP_002266031"	"PREDICTED: cullin-1 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"90"	"100"	"0"	"1493.4"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1246"	"254"	"1638"	"XP_019072245"	"PREDICTED: serine/threonine-protein kinase STY8 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"93"	"91"	"0"	"1025"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2428"	"327"	"1289"	"RVW54966"	"Histone H1.2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"18"	"31"	"5.23507e-32"	"132.494"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2924"	"192"	"1193"	"XP_002284644"	"PREDICTED: mpv17-like protein isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"92"	"99"	"0"	"623.624"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2250"	"468"	"1327"	"XP_002280185"	"PREDICTED: uncharacterized protein LOC100246610 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"59"	"0"	"904.82"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4014"	"167"	"1031"	"XP_002265235"	"PREDICTED: uncharacterized protein LOC100251961 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"62"	"87"	"1.29594e-132"	"387.882"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_302"	"2459"	"2369"	"XP_002285720"	"PREDICTED: importin-5 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"92"	"65"	"0"	"1358.97"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1738"	"386"	"1460"	"RVW91255"	"COBRA-like protein 4 [Vitis vinifera]"	"Vitis vinifera"	"50.5"	"5"	"100"	"100"	"1.984874522e-07"	"849.6798"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1456"	"388"	"1552"	"XP_010658540"	"PREDICTED: pumilio homolog 2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"58"	"28"	"6.51129e-144"	"450.669"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_914"	"1557"	"1791"	"XP_002273273"	"PREDICTED: probable nucleolar protein 5-2 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"90"	"93"	"0"	"1019.22"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2261"	"1218"	"1324"	"XP_010660494"	"PREDICTED: transmembrane protein 120 homolog isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"80"	"98"	"0"	"698.353"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1861"	"898"	"1421"	"XP_002270764"	"PREDICTED: cullin-4 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"57"	"0"	"947.192"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1608"	"1450"	"1505"	"XP_010649206"	"PREDICTED: protein DA1-related 1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"88"	"91"	"0"	"867.455"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3750"	"913"	"1066"	"XP_002273865"	"PREDICTED: 40S ribosomal protein S6 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"70"	"100"	"3.77332e-143"	"415.231"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3652"	"405"	"1080"	"XP_010652733"	"PREDICTED: acyl-CoA-binding domain-containing protein 3 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"89"	"67"	"0"	"627.091"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3892"	"194"	"1048"	"XP_002276706"	"PREDICTED: uncharacterized protein LOC100251108 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"90"	"91"	"0"	"650.588"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2916"	"186"	"1194"	"XP_002264303"	"PREDICTED: phosphoglycerate mutase-like protein 1 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"83"	"100"	"0"	"634.41"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1827"	"330"	"1432"	"CBI40235"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"78.6"	"2"	"100"	"100"	"3.536355e-07"	"902.88"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1668"	"4940"	"1482"	"XP_002285480"	"PREDICTED: alpha-1,3/1,6-mannosyltransferase ALG2 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"64"	"77"	"0"	"573.163"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2091"	"214"	"1363"	"XP_010649350"	"PREDICTED: E3 ubiquitin-protein ligase RGLG1 isoform X3 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"79"	"96"	"0"	"740.339"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1609"	"310"	"1504"	"XP_010647921"	"PREDICTED: interferon-related developmental regulator 1 [Vitis vinifera]"	"Vitis vinifera"	"98.8"	"1"	"81"	"100"	"0"	"817.765"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3562"	"165"	"1091"	"CBI24206"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"98.6"	"1"	"100"	"43"	"0"	"679.093"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_896"	"815"	"1802"	"CAN63254"	"hypothetical protein VITISV_028488 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"62"	"38"	"0"	"772.696"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_756"	"851"	"1894"	"RVX01116"	"Lysophospholipid acyltransferase LPEAT2 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"72"	"75"	"0"	"949.888"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_553"	"408"	"2076"	"XP_002265217"	"PREDICTED: pectinesterase 3 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"69"	"82"	"0"	"958.748"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2106"	"321"	"1360"	"XP_002281424"	"PREDICTED: tocopherol cyclase, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"91.6"	"2"	"87"	"78"	"3.19679e-10"	"743.0218"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3762"	"266"	"1065"	"XP_002284653"	"PREDICTED: phospholipase A-2-activating protein [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"100"	"47"	"0"	"734.947"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1061"	"468"	"1724"	"RVW43230"	"6-phosphogluconate dehydrogenase, decarboxylating 1, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"86"	"100"	"0"	"1013.83"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1082"	"3273"	"1707"	"XP_002282568"	"PREDICTED: V-type proton ATPase subunit d2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"62"	"100"	"0"	"734.176"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1727"	"1120"	"1463"	"XP_002280858"	"PREDICTED: probable alpha-mannosidase At5g13980 [Vitis vinifera]"	"Vitis vinifera"	"97.1"	"1"	"100"	"48"	"0"	"955.666"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_781"	"1064"	"1879"	"XP_003634682"	"PREDICTED: plant intracellular Ras-group-related LRR protein 6 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"93"	"100"	"0"	"1028.85"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2806"	"66"	"1214"	"XP_002263044"	"PREDICTED: U11/U12 small nuclear ribonucleoprotein 35 kDa protein [Vitis vinifera]"	"Vitis vinifera"	"93.0"	"1"	"88"	"100"	"0"	"607.446"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4067"	"244"	"1023"	"ACN38270"	"leucoanthocyanidin dioxygenase [Vitis amurensis]"	"Vitis amurensis"	"100.0"	"1"	"44"	"42"	"8.78315e-88"	"277.715"	"103351"	"Eukaryota;;Vitaceae;Vitis;Vitis amurensis"	""
"BLASTX"	"SRR10518885_3718"	"239"	"1071"	"XP_002281141"	"PREDICTED: 40S ribosomal protein S3-3 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"66"	"100"	"2.27636e-168"	"478.404"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3283"	"151"	"1138"	"XP_002277197"	"PREDICTED: 3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"100"	"82"	"0"	"718.383"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
