Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,Cultivar
SRR10753359,12/24/19 4:02,12/22/19 6:55,50496765,15149029284,50496765,299,5772,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753359,SRX7427953,A31,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873886,SAMN13663781,simple,29760,Vitis vinifera,KY42_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,4E70923987B0183E4A67493BB770BBF4,DB7441600E1D8860E89F7B53B119B42F,Kyoho
SRR10753360,12/24/19 4:05,12/22/19 7:16,51859350,15557804856,51859350,299,5858,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753360,SRX7427952,A29,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873885,SAMN13663779,simple,29760,Vitis vinifera,KY41_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,AB87DAA349655FE6DE8B779A139823FF,F8590DE486C0FCDACADDEC6311044498,Kyoho
SRR10753361,12/24/19 4:10,12/22/19 7:26,60727634,18218290200,60727634,300,6768,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753361,SRX7427951,A27,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873884,SAMN13663777,simple,29760,Vitis vinifera,KY32_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,ABFB494F09917ADF2646156962423FBA,B8342001C59E9F7507300430CAB0DB3A,Kyoho
SRR10753362,12/24/19 4:47,12/22/19 7:56,61139704,18341911200,61139704,300,6743,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753362,SRX7427950,A25,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873883,SAMN13663775,simple,29760,Vitis vinifera,KY31_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,84A6E10B813B2F7243BC5667277C0754,E6C80C5CA51ACEBC4806BC28F6ED8BA7,Kyoho
SRR10753363,12/24/19 4:01,12/22/19 6:29,52007696,15602308800,52007696,300,5789,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753363,SRX7427949,A23,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873882,SAMN13663773,simple,29760,Vitis vinifera,KY22_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,B9E512A3A410F858610D1A6250D07677,1C75DC78E11BA723BF84FA8733D7A563,Kyoho
SRR10753364,12/24/19 5:26,12/22/19 8:47,68092468,20427740400,68092468,300,7457,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753364,SRX7427948,A21,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873881,SAMN13663771,simple,29760,Vitis vinifera,KY21_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,E05F61785FC4CFAA20466CB884D9F40D,D1C3F151E9A4332B6A61706335BB221B,Kyoho
SRR10753365,12/24/19 3:58,12/22/19 6:26,47314257,14194267592,47314257,299,5271,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/010501/SRR10753365,SRX7427947,A3,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873880,SAMN13663753,simple,29760,Vitis vinifera,FZ12_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,9137C209417581437B7638E02B8ED170,AE0201089EF245427AABF3E9347B810A,Fengzao
ERR1059552,10/27/15 11:43,12/8/15 17:34,63411433,12682286600,63411433,200,7303,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/ERR1059552/ERR1059552.1,ERX1139703,Pch1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,213,29.82,ILLUMINA,Illumina HiSeq 2500,ERP012789,PRJEB11405,299723,ERS905618,SAMEA3598469,simple,29760,Vitis vinifera,SAMEA3598469,no,IGBMC Strasbourg France,ERA524099,public,BC42F786922ED5CA36AE01F6A0441A89,7D6B4C9687CAD4DEC49A755E4C21D4C1,Cabernet Sauvignon
ERR1059553,10/27/15 11:43,12/8/15 17:32,63692711,12738542200,63692711,200,7335,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/ERR1059553/ERR1059553.1,ERX1139704,Pch2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,196,24.3,ILLUMINA,Illumina HiSeq 2500,ERP012789,PRJEB11405,299723,ERS905619,SAMEA3598470,simple,29760,Vitis vinifera,SAMEA3598470,no,IGBMC Strasbourg France,ERA524099,public,88AD2BC1803FA7879B392E295C00F6EA,F32FF30EA1B83FF98177F61BC2463281,Cabernet Sauvignon
ERR1059554,10/27/15 11:43,12/8/15 18:22,73160612,14632122400,73160612,200,8454,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/ERR1059554/ERR1059554.1,ERX1139705,Pch3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,202,27.27,ILLUMINA,Illumina HiSeq 2500,ERP012789,PRJEB11405,299723,ERS905620,SAMEA3598471,simple,29760,Vitis vinifera,SAMEA3598471,no,IGBMC Strasbourg France,ERA524099,public,DEBCD2CE882BA3621641DC57B6A5B108,11E6953199EB90C24D6940279086EA18,Cabernet Sauvignon
ERR1059555,10/27/15 11:43,12/8/15 17:30,62271554,12454310800,62271554,200,7049,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/ERR1059555/ERR1059555.1,ERX1139706,PoPch1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,185,20.75,ILLUMINA,Illumina HiSeq 2500,ERP012789,PRJEB11405,299723,ERS905621,SAMEA3598472,simple,29760,Vitis vinifera,SAMEA3598472,no,IGBMC Strasbourg France,ERA524099,public,5E6679DD15006A5B35EBC1FFC63FA429,4DDB6E2AB115B03720118EF03E0A32E9,Cabernet Sauvignon
ERR1059556,10/27/15 11:43,12/8/15 17:28,48206531,9641306200,48206531,200,5454,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/ERR1059556/ERR1059556.1,ERX1139707,PoPch2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,198,26.73,ILLUMINA,Illumina HiSeq 2500,ERP012789,PRJEB11405,299723,ERS905622,SAMEA3598473,simple,29760,Vitis vinifera,SAMEA3598473,no,IGBMC Strasbourg France,ERA524099,public,7096B3F7CAF7953A11F6317B921F4F1D,63DAA52692A161B13B56A5C78C68C1EF,Cabernet Sauvignon
ERR1059557,10/27/15 11:43,12/8/15 17:37,73014770,14602954000,73014770,200,8284,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/ERR1059557/ERR1059557.1,ERX1139708,PoPch3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,203,25.13,ILLUMINA,Illumina HiSeq 2500,ERP012789,PRJEB11405,299723,ERS905623,SAMEA3598474,simple,29760,Vitis vinifera,SAMEA3598474,no,IGBMC Strasbourg France,ERA524099,public,1CD15C62FB19348B13F2EDCE747F7ABF,75D69FC2783B6D8CE1719AD42EE3AB21,Cabernet Sauvignon
ERR2262368,7/22/18 8:05,7/22/18 8:05,27789892,2778989200,27789892,100,1205,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2262/ERR2262368,ERX2314094,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111309,SAMEA104500025,simple,29760,Vitis vinifera,SAMEA104500025,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1187943,public,722EB27429EFB161840C7B8520BF91C3,4DAED327A6E92813EDF85EC6EBD3986D,
ERR2262369,7/22/18 8:05,7/22/18 8:05,28814708,2881470800,28814708,100,1245,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2262/ERR2262369,ERX2314095,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111310,SAMEA104500026,simple,29760,Vitis vinifera,SAMEA104500026,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1187951,public,A168272A594A92D7E78B77AC34FE61A2,97DC5058EDC7073E08BFADD4AF0007D1,
ERR2262534,7/22/18 8:05,7/22/18 8:06,22687954,2268795400,22687954,100,983,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2262/ERR2262534,ERX2314260,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111475,SAMEA104500191,simple,29760,Vitis vinifera,SAMEA104500191,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1187962,public,166584DF23A6B8A472B0B18A1C0F5D2B,44E328E9D4612E27CA4934D11DF94538,
ERR2262591,7/22/18 8:05,7/22/18 8:06,22307548,2230754800,22307548,100,957,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2262/ERR2262591,ERX2314317,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111519,SAMEA104500235,simple,29760,Vitis vinifera,SAMEA104500235,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1187976,public,243871E7E70B7A9C853AA6BF4BA66ABC,9354E52A65FFEADF81708F4F67716E2F,
ERR2262592,7/22/18 8:05,7/22/18 8:06,26884664,2688466400,26884664,100,1150,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2262/ERR2262592,ERX2314318,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111519,SAMEA104500235,simple,29760,Vitis vinifera,SAMEA104500235,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1187976,public,898F67AFA5F25F1CCD91FBCC86724782,659FF54DE56B7F53DAD54EC062DC6736,
ERR2262593,7/22/18 8:05,7/22/18 8:07,25292047,2529204700,25292047,100,1084,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2262/ERR2262593,ERX2314319,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111519,SAMEA104500235,simple,29760,Vitis vinifera,SAMEA104500235,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1187976,public,7203859CDEA71448057B14F8B29D8E47,E07D6AB1936143FCD948E8243E2E711B,
ERR2264780,7/22/18 8:05,7/22/18 8:07,24147011,2414701100,24147011,100,1027,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2264/ERR2264780,ERX2316506,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111520,SAMEA104500236,simple,29760,Vitis vinifera,SAMEA104500236,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188372,public,3B608538FB468CCD58848CE1477BBE5C,85913B4C280199EE9D2EB1FF3C4B693D,
ERR2264781,7/22/18 8:05,7/22/18 8:07,25035716,2503571600,25035716,100,1064,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2264/ERR2264781,ERX2316507,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111520,SAMEA104500236,simple,29760,Vitis vinifera,SAMEA104500236,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188372,public,EFC44A13CD302DF0BBD145A50E1DB595,5151143D65C490928D9AE3A18B5BAC45,
ERR2264782,7/22/18 8:05,7/22/18 8:07,24357965,2435796500,24357965,100,1034,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2264/ERR2264782,ERX2316508,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111520,SAMEA104500236,simple,29760,Vitis vinifera,SAMEA104500236,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188372,public,A81DE9C2489FA5BA225BBA9F9100E7CF,F355BF73877A2AADD46D783695E21840,
ERR2265538,7/22/18 8:05,7/22/18 8:08,27954804,2795480400,27954804,100,1200,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265538,ERX2317264,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111521,SAMEA104500237,simple,29760,Vitis vinifera,SAMEA104500237,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188397,public,00FE11BECD85C118A8EE151F52F6C11D,F5A8DC25DD2B6634AAA895C2A2FFAE98,
ERR2265539,7/22/18 8:05,7/22/18 8:08,24594962,2459496200,24594962,100,1055,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265539,ERX2317265,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111521,SAMEA104500237,simple,29760,Vitis vinifera,SAMEA104500237,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188397,public,79B6D59230091C2257F97BD5FEF6573A,5FFF8C70A7A7D4B5F4E90E761B9205DE,
ERR2265540,7/22/18 8:05,7/22/18 8:09,30818537,3081853700,30818537,100,1320,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265540,ERX2317266,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2111521,SAMEA104500237,simple,29760,Vitis vinifera,SAMEA104500237,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188397,public,2A4FBEB7DD1EE367197F6D4B21173FAD,B4A0FDFFA9399DAB34C32451A728E27B,
ERR2265572,7/22/18 8:05,7/22/18 8:09,25357185,2535718500,25357185,100,1106,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265572,ERX2317298,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154095,SAMEA104542811,simple,29760,Vitis vinifera,SAMEA104542811,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188425,public,BFFA8438BF041F27DA31E363CF705EC6,B4CAAA115A3134D9F19C15E34DDCF61C,
ERR2265573,7/22/18 8:05,7/22/18 8:09,23576239,2357623900,23576239,100,1015,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265573,ERX2317299,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154095,SAMEA104542811,simple,29760,Vitis vinifera,SAMEA104542811,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188425,public,668F252B0BFD2B3A388E83AC59D17C24,86C7110684646FEFE5D2767AE60F326B,
ERR2265574,7/22/18 8:05,7/22/18 8:10,24260558,2426055800,24260558,100,1039,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265574,ERX2317300,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154095,SAMEA104542811,simple,29760,Vitis vinifera,SAMEA104542811,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188425,public,25F9977F7884FA7CC8B3B642E24B29F1,5831172BE803674D3F9037CBB0D99B52,
ERR2265575,7/22/18 8:05,7/22/18 8:11,25078881,2507888100,25078881,100,1072,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265575,ERX2317301,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154096,SAMEA104542812,simple,29760,Vitis vinifera,SAMEA104542812,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188425,public,2033CEFFD1B5628AD943CC9B5493384C,BDFC9C4A60535505C8E6F26670BA8FEA,
ERR2265576,7/22/18 8:05,7/22/18 8:11,20836182,2083618200,20836182,100,897,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265576,ERX2317302,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154096,SAMEA104542812,simple,29760,Vitis vinifera,SAMEA104542812,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188425,public,3FF6D4FA38F65FB5710FC9E6E41829DC,23175AC92E6CBC21B3D4F46E93CB22F1,
ERR2265577,7/22/18 8:05,7/22/18 8:11,27500953,2750095300,27500953,100,1164,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265577,ERX2317303,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154096,SAMEA104542812,simple,29760,Vitis vinifera,SAMEA104542812,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188425,public,9E872572A16833DC74B7C3A38419DE15,97D40F5022F015AAE95E40B0097BDA88,
ERR2265578,7/22/18 8:05,7/22/18 8:11,23642667,2364266700,23642667,100,1009,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265578,ERX2317304,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154097,SAMEA104542813,simple,29760,Vitis vinifera,SAMEA104542813,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188425,public,CF8A7A4684E319149BC9C59E94B7CE8F,89CAE548C8FE51CEEAEC05C8B3BFC12A,
ERR2265579,7/22/18 8:05,7/22/18 8:11,25876819,2587681900,25876819,100,1102,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265579,ERX2317305,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154097,SAMEA104542813,simple,29760,Vitis vinifera,SAMEA104542813,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188425,public,AA1409035CB0173DE652860C3C376401,7A6B40B796DF02D193A9A96A58EB71F8,
ERR2265580,7/22/18 8:05,7/22/18 8:12,24042327,2404232700,24042327,100,1020,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2265/ERR2265580,ERX2317306,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154097,SAMEA104542813,simple,29760,Vitis vinifera,SAMEA104542813,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1188425,public,D3D2E309F75EB06DDA197E800C762CCD,761CA10B9C12D509F38E427FCEFA764A,
ERR2271536,7/22/18 8:05,7/22/18 8:14,28893407,2889340700,28893407,100,1240,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271536,ERX2323243,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154725,SAMEA104543441,simple,29760,Vitis vinifera,SAMEA104543441,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,14EF398B9BD4389791921A000AFA4E03,78ED5B3D0BBEC9B24DBF91503C4AF70A,
ERR2271537,7/22/18 8:05,7/22/18 8:14,27865837,2786583700,27865837,100,1203,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271537,ERX2323244,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154725,SAMEA104543441,simple,29760,Vitis vinifera,SAMEA104543441,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,77BF9846DC19FE060367E2A26F31B159,000D8C8E85A5A0FDD62497A3E9630B0B,
ERR2271538,7/22/18 8:05,7/22/18 8:14,28322359,2832235900,28322359,100,1214,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271538,ERX2323245,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154725,SAMEA104543441,simple,29760,Vitis vinifera,SAMEA104543441,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,DBEDC34FA2A3D0DEC43FB59BDFC96894,83FB53358FE26D1838CB31E1307FCFA3,
ERR2271539,7/22/18 8:05,7/22/18 8:15,23650127,2365012700,23650127,100,1026,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271539,ERX2323246,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154726,SAMEA104543442,simple,29760,Vitis vinifera,SAMEA104543442,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,389A356976E6305DD139E75034BA89E4,BE26E9F7D1DEACFA0194E8AFAC96061C,
ERR2271540,7/22/18 8:05,7/22/18 8:15,25904176,2590417600,25904176,100,1126,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271540,ERX2323247,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154726,SAMEA104543442,simple,29760,Vitis vinifera,SAMEA104543442,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,E0F13FAEA050B711BD93BF7E23C99E55,498154E785ABB45AE6592998E5C144CF,
ERR2271541,7/22/18 8:05,7/22/18 8:16,25668555,2566855500,25668555,100,1108,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271541,ERX2323248,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154726,SAMEA104543442,simple,29760,Vitis vinifera,SAMEA104543442,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,62957956FB0F56D2F317270567DF822E,11BA7B726736B508E17F369E371B4BDC,
ERR2271542,7/22/18 8:05,7/22/18 8:16,26990528,2699052800,26990528,100,1153,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271542,ERX2323249,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154727,SAMEA104543443,simple,29760,Vitis vinifera,SAMEA104543443,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,67594C6370FEBE9AAC26AB1C97B9AFC4,52CDFA8843B1E78E2580C6F9CC93AFA1,
ERR2271543,7/22/18 8:05,7/22/18 8:16,23692081,2369208100,23692081,100,1011,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271543,ERX2323250,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154727,SAMEA104543443,simple,29760,Vitis vinifera,SAMEA104543443,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,649B757A8C8F1D4CBF6D6FBF2ACCE552,29FB08A46DB0E7DB4EB9F7CDF33906F6,
ERR2271544,7/22/18 8:05,7/22/18 8:17,32335526,3233552600,32335526,100,1380,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271544,ERX2323251,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154727,SAMEA104543443,simple,29760,Vitis vinifera,SAMEA104543443,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,00E3BF8A7A4006D63BF902B83F01EC7C,63B9291340B07B081995F904ED69C1C0,
